task,league,regime,model,auc,pr_auc,log_loss,brier,ece,precision_at_k,recall_at_k,split_id
selection,MBB,ablation,S6_conference,1.0,0.9999999999999999,0.02515678268735651,0.005261016874322803,0.0214967725299439,1.0,1.0,10.0
selection,WBB,ablation,S1_winpct,0.6937708594075929,0.40699019719599117,0.4551440044519872,0.14375717941934796,0.028642660247682427,0.38235294117647056,0.38235294117647056,0.0
selection,WBB,ablation,S2_elo,0.9999869628702545,0.999946328896522,0.038299659907299916,0.009073886528401002,0.029210768812021014,0.9926470588235294,0.9926470588235294,0.0
selection,WBB,ablation,S3_sos,0.9998565915727994,0.999416406674539,0.03789515410050807,0.00918893666267652,0.02516035757755121,0.9852941176470589,0.9852941176470589,0.0
selection,WBB,ablation,S4_efficiency,0.9997392574050897,0.9989436088869714,0.038333419869523475,0.009450605135627697,0.023551434280496233,0.9705882352941176,0.9705882352941176,0.0
selection,WBB,ablation,S5_recency,0.9997783687943262,0.9991003704514874,0.03831121869240322,0.00941908066476886,0.025311647762985643,0.9779411764705882,0.9779411764705882,0.0
selection,WBB,ablation,S6_conference,1.0,0.9999999999999999,0.030826936046053095,0.006172385000295785,0.025295841308604447,1.0,1.0,0.0
selection,WBB,ablation,S1_winpct,0.6838495115360632,0.3920483802244362,0.45570402701338947,0.14462872173532698,0.03129691569610464,0.33088235294117646,0.33088235294117646,1.0
selection,WBB,ablation,S2_elo,0.999948035751403,0.9997860934281677,0.03649155598662919,0.008682843241281941,0.027637166521358544,0.9852941176470589,0.9852941176470589,1.0
selection,WBB,ablation,S3_sos,0.9998181251299106,0.9992583629078332,0.0365552049467398,0.008945404693078453,0.02392758626403838,0.9852941176470589,0.9852941176470589,1.0
selection,WBB,ablation,S4_efficiency,0.9998181251299106,0.9992553127537844,0.03649191588551593,0.008919517575966058,0.02274611204815609,0.9852941176470589,0.9852941176470589,1.0
selection,WBB,ablation,S5_recency,0.9998311161920599,0.9993105980257879,0.03645131085921829,0.00889702950390812,0.02270804176742209,0.9852941176470589,0.9852941176470589,1.0
selection,WBB,ablation,S6_conference,1.0,0.9999999999999999,0.029191779519948276,0.005763694831251835,0.02402766452843059,1.0,1.0,1.0
selection,WBB,ablation,S1_winpct,0.6842715580855999,0.34463529064778786,0.46305706664516455,0.14720516762576158,0.029042212991488098,0.3161764705882353,0.3161764705882353,2.0
selection,WBB,ablation,S2_elo,0.9999472907442547,0.9997829242262939,0.03442706727789662,0.008117189675622336,0.027428649157130492,0.9926470588235294,0.9926470588235294,2.0
selection,WBB,ablation,S3_sos,0.9998682268606368,0.9994622454613218,0.034171616384318676,0.008206310624692025,0.020508409550145833,0.9852941176470589,0.9852941176470589,2.0
selection,WBB,ablation,S4_efficiency,0.9998286949188278,0.9992958897964387,0.03396684300103529,0.008135300484627864,0.021783202743250595,0.9852941176470589,0.9852941176470589,2.0
selection,WBB,ablation,S5_recency,0.9998286949188278,0.9992958897964387,0.03396700165851577,0.008139199606372096,0.021770874179359245,0.9852941176470589,0.9852941176470589,2.0
selection,WBB,ablation,S6_conference,0.9997759856630825,0.9991830065359476,0.02989159508735186,0.006348946151052757,0.02250599170956814,0.9926470588235294,0.9926470588235294,2.0
selection,WBB,ablation,S1_winpct,0.6955516664925296,0.3561046902018898,0.4567544889062046,0.14442361896750716,0.020884882158911044,0.38235294117647056,0.38235294117647056,3.0
selection,WBB,ablation,S2_elo,0.9999738794274371,0.9998922631525773,0.032859606413951914,0.0077690084959169264,0.024675035134136426,0.9926470588235294,0.9926470588235294,3.0
selection,WBB,ablation,S3_sos,0.9999085779960297,0.9996265112961582,0.03228025658923091,0.007726865328397854,0.021918593354622557,0.9926470588235294,0.9926470588235294,3.0
selection,WBB,ablation,S4_efficiency,0.9998563368509038,0.9994028315164023,0.03205992750269634,0.007627814326440851,0.022578890732857203,0.9926470588235294,0.9926470588235294,3.0
selection,WBB,ablation,S5_recency,0.9998432765646224,0.9993458319723986,0.03205035284092086,0.00762766017379806,0.022563132503079463,0.9926470588235294,0.9926470588235294,3.0
selection,WBB,ablation,S6_conference,0.9997649148469335,0.999128940792003,0.02778443456042326,0.0058116953132811375,0.0194185044242766,0.9926470588235294,0.9926470588235294,3.0
selection,WBB,ablation,S1_winpct,0.7558026222537206,0.4207797567823961,0.42577329846977247,0.13488763924370747,0.03565078298502764,0.45588235294117646,0.45588235294117646,4.0
selection,WBB,ablation,S2_elo,1.0,0.9999999999999999,0.03189774893104576,0.007650400246471398,0.022352266203606308,1.0,1.0,4.0
selection,WBB,ablation,S3_sos,1.0,0.9999999999999999,0.03141110970168028,0.007602810303096439,0.024975673231912892,1.0,1.0,4.0
selection,WBB,ablation,S4_efficiency,1.0,0.9999999999999999,0.03081732048473168,0.007342887082859235,0.024630749466687384,1.0,1.0,4.0
selection,WBB,ablation,S5_recency,1.0,0.9999999999999999,0.030966549835435397,0.007378597239952619,0.02474810298011873,1.0,1.0,4.0
selection,WBB,ablation,S6_conference,1.0,0.9999999999999999,0.02374384822574388,0.004359604362258406,0.021004017613995667,1.0,1.0,4.0
selection,WBB,ablation,S1_winpct,0.8033496732026142,0.4600449023335803,0.406158055599675,0.12899331734949424,0.05539862638818432,0.47058823529411764,0.47058823529411764,5.0
selection,WBB,ablation,S2_elo,1.0,0.9999999999999999,0.030715351914659007,0.007374775451485304,0.022753803456537804,1.0,1.0,5.0
selection,WBB,ablation,S3_sos,1.0,1.0,0.030429881478619393,0.007411997099449148,0.0217814833217788,1.0,1.0,5.0
selection,WBB,ablation,S4_efficiency,1.0,1.0,0.02993958803306169,0.00711524869133616,0.022769987146279688,1.0,1.0,5.0
selection,WBB,ablation,S5_recency,1.0,1.0,0.030077332513946554,0.007166017551002676,0.021727228248643322,1.0,1.0,5.0
selection,WBB,ablation,S6_conference,1.0,1.0,0.02299708905982204,0.004223290678861439,0.02036068610677653,1.0,1.0,5.0
selection,WBB,ablation,S1_winpct,0.8287931640232886,0.4864128626377094,0.3931375424062619,0.12484401754133156,0.0688934723659137,0.5073529411764706,0.5073529411764706,6.0
selection,WBB,ablation,S2_elo,1.0,0.9999999999999999,0.029808124970906104,0.007168237931802247,0.022000767302830147,1.0,1.0,6.0
selection,WBB,ablation,S3_sos,1.0,1.0,0.02951917864547924,0.007172723865502105,0.02105507349260297,1.0,1.0,6.0
selection,WBB,ablation,S4_efficiency,1.0,1.0,0.029400681310214876,0.007055311223279757,0.021131325905159034,1.0,1.0,6.0
selection,WBB,ablation,S5_recency,1.0,1.0,0.02976236273860269,0.007176976506609174,0.021367707165610032,1.0,1.0,6.0
selection,WBB,ablation,S6_conference,0.9999498092752459,0.9997829242262939,0.02317343255572051,0.004670174959665774,0.01818477898911592,0.9926470588235294,0.9926470588235294,6.0
bracket,Combined,ablation,B1_elo_diff,0.6383548534772611,,0.6319816488871746,0.22159730495469618,0.02566902569078621,,,0.0
bracket,Combined,ablation,B2_add_winpct,0.8468277454676985,,0.4634569044403601,0.15246540114438129,0.009584837158441148,,,0.0
bracket,Combined,ablation,B3_add_eff,0.8469749386996226,,0.4632357610865432,0.152428834583159,0.009824622112322323,,,0.0
bracket,Combined,ablation,B4_add_interactions,0.8470507282954743,,0.46363248858973277,0.15265189643701713,0.01422568579053144,,,0.0
bracket,Combined,ablation,B5_full,0.8470507282954743,,0.46363248858973277,0.15265189643701713,0.01422568579053144,,,0.0
bracket,Combined,ablation,B1_elo_diff,0.6406723965979182,,0.6296970172414575,0.22045041489518113,0.022167360475332964,,,1.0
bracket,Combined,ablation,B2_add_winpct,0.8482514015819824,,0.46061441251755214,0.15151426667517212,0.009804818627042664,,,1.0
bracket,Combined,ablation,B3_add_eff,0.8483032641872794,,0.46055526413449793,0.1515378194721249,0.009297958671737801,,,1.0
bracket,Combined,ablation,B4_add_interactions,0.8504454098025884,,0.45804637762692907,0.15054215935648232,0.00982099277599686,,,1.0
bracket,Combined,ablation,B5_full,0.8504454098025884,,0.45804637762692907,0.15054215935648232,0.00982099277599686,,,1.0
bracket,Combined,ablation,B1_elo_diff,0.6586323643356642,,0.6201347822620102,0.21621013224234442,0.010907728781369478,,,2.0
bracket,Combined,ablation,B2_add_winpct,0.8458562171096495,,0.4631087819691061,0.1520908909567826,0.009901821587668355,,,2.0
bracket,Combined,ablation,B3_add_eff,0.8463580474405921,,0.4623954184780366,0.1518823303924684,0.008549404281332636,,,2.0
bracket,Combined,ablation,B4_add_interactions,0.8476287932960378,,0.46101435576698646,0.1513847782550596,0.009252680013159832,,,2.0
bracket,Combined,ablation,B5_full,0.8476287932960378,,0.46101435576698646,0.1513847782550596,0.009252680013159832,,,2.0
bracket,Combined,ablation,B1_elo_diff,0.6670001021837355,,0.6158599418781795,0.21427919665861556,0.010179649902844892,,,3.0
bracket,Combined,ablation,B2_add_winpct,0.8467427101929138,,0.46150844648917877,0.15116287785473148,0.00814934258607552,,,3.0
bracket,Combined,ablation,B3_add_eff,0.8474603353566719,,0.4603792030544552,0.15082002893958202,0.008706167803429008,,,3.0
bracket,Combined,ablation,B4_add_interactions,0.8485322136381657,,0.4592488239068661,0.15047269198499716,0.008956721598023692,,,3.0
bracket,Combined,ablation,B5_full,0.8485322136381657,,0.4592488239068661,0.15047269198499716,0.008956721598023692,,,3.0
bracket,Combined,ablation,B1_elo_diff,0.6629159451463145,,0.6131200572975438,0.2127452856021342,0.018990045830706896,,,4.0
bracket,Combined,ablation,B2_add_winpct,0.8538215488430471,,0.4484895545008454,0.14672383130205893,0.009762206946086135,,,4.0
bracket,Combined,ablation,B3_add_eff,0.8544504543163255,,0.4473176770555356,0.14643452648985042,0.009681144211892988,,,4.0
bracket,Combined,ablation,B4_add_interactions,0.8558065888668042,,0.44569872125104504,0.14585891281001695,0.009164474731273357,,,4.0
bracket,Combined,ablation,B5_full,0.8558065888668042,,0.44569872125104504,0.14585891281001695,0.009164474731273357,,,4.0
bracket,Combined,ablation,B1_elo_diff,0.6613086946835646,,0.6107055188400488,0.21138831212945777,0.03226766611214631,,,5.0
bracket,Combined,ablation,B2_add_winpct,0.853369911494907,,0.44672648451091207,0.14664019415207916,0.009348961282842091,,,5.0
bracket,Combined,ablation,B3_add_eff,0.8536125371358076,,0.4459398125523,0.14656526496611727,0.010217924158170919,,,5.0
bracket,Combined,ablation,B4_add_interactions,0.8543983829060002,,0.4449488920871033,0.14634545086077272,0.012279963829546423,,,5.0
bracket,Combined,ablation,B5_full,0.8543983829060002,,0.4449488920871033,0.14634545086077272,0.012279963829546423,,,5.0
bracket,Combined,ablation,B1_elo_diff,0.6612605853678083,,0.6157063527000376,0.21372136054307794,0.027909258306619413,,,6.0
bracket,Combined,ablation,B2_add_winpct,0.8489377858220657,,0.45740679227366704,0.15054711363274692,0.015866663785118477,,,6.0
bracket,Combined,ablation,B3_add_eff,0.8492213210475756,,0.4569414649310309,0.15047822400829014,0.0177493228595946,,,6.0
bracket,Combined,ablation,B4_add_interactions,0.8501638880131089,,0.456040293503001,0.15021737232491347,0.01893262103079678,,,6.0
bracket,Combined,ablation,B5_full,0.8501638880131089,,0.456040293503001,0.15021737232491347,0.01893262103079678,,,6.0
bracket,Combined,ablation,B1_elo_diff,0.6762791070923768,,0.6109262463688684,0.2115764766640639,0.03300413722889598,,,7.0
bracket,Combined,ablation,B2_add_winpct,0.8552581449887183,,0.4512361097799943,0.14808500685396161,0.014975617621523987,,,7.0
bracket,Combined,ablation,B3_add_eff,0.8554174355115045,,0.45106047254418946,0.14810984652343387,0.016157583210672642,,,7.0
bracket,Combined,ablation,B4_add_interactions,0.8568971821974356,,0.44899908666953536,0.14724070194051142,0.015867868478741547,,,7.0
bracket,Combined,ablation,B5_full,0.8568971821974356,,0.44899908666953536,0.14724070194051142,0.015867868478741547,,,7.0
bracket,Combined,ablation,B1_elo_diff,0.6966925928809521,,0.5945780660290958,0.20415678866639056,0.04930643272815989,,,8.0
bracket,Combined,ablation,B2_add_winpct,0.8540936027856709,,0.4471744109609232,0.14651793391781082,0.009408646072190389,,,8.0
bracket,Combined,ablation,B3_add_eff,0.8544050128623584,,0.446586717968558,0.14647043351851932,0.007982361250774807,,,8.0
bracket,Combined,ablation,B4_add_interactions,0.8569850498112652,,0.4432259364352216,0.1452096873368794,0.007068027653138805,,,8.0
bracket,Combined,ablation,B5_full,0.8569850498112652,,0.4432259364352216,0.1452096873368794,0.007068027653138805,,,8.0
bracket,Combined,ablation,B1_elo_diff,0.7143640464259492,,0.5829085701701526,0.19900895780874847,0.05801335264120809,,,9.0
bracket,Combined,ablation,B2_add_winpct,0.8501355082770718,,0.4486442014317091,0.14711347256955284,0.010188667774637934,,,9.0
bracket,Combined,ablation,B3_add_eff,0.8508460134552889,,0.44751328130382345,0.1468720981750688,0.011093955882035282,,,9.0
bracket,Combined,ablation,B4_add_interactions,0.8539380404376941,,0.4439653695162043,0.14552725741291767,0.0072972387259883755,,,9.0
bracket,Combined,ablation,B5_full,0.8539380404376941,,0.4439653695162043,0.14552725741291767,0.0072972387259883755,,,9.0
bracket,Combined,ablation,B1_elo_diff,0.7525894255036432,,0.5645056094114109,0.19079583197307765,0.08163755038866449,,,10.0
bracket,Combined,ablation,B2_add_winpct,0.8579141785461625,,0.4374756135747372,0.14342832032215858,0.01108777692486022,,,10.0
bracket,Combined,ablation,B3_add_eff,0.8588395603362162,,0.4358657219374348,0.14308975854935502,0.011827575260653913,,,10.0
bracket,Combined,ablation,B4_add_interactions,0.8611671446594908,,0.43318147412857944,0.14204070726809542,0.008521391521160257,,,10.0
bracket,Combined,ablation,B5_full,0.8611671446594908,,0.43318147412857944,0.14204070726809542,0.008521391521160257,,,10.0
bracket,MBB,ablation,B1_elo_diff,0.6405639787554547,,0.6254288775879713,0.21863594085872493,0.023004487769789046,,,0.0
bracket,MBB,ablation,B2_add_winpct,0.8345291985162943,,0.476326106552903,0.15759597980494489,0.014318643400489783,,,0.0
bracket,MBB,ablation,B3_add_eff,0.8344308747946194,,0.4764677636787346,0.1576007162552875,0.016141918320817163,,,0.0
bracket,MBB,ablation,B4_add_interactions,0.8338330589267455,,0.4784080211651344,0.15835888877757773,0.017484312710670562,,,0.0
bracket,MBB,ablation,B5_full,0.8338330589267455,,0.4784080211651344,0.15835888877757773,0.017484312710670562,,,0.0
bracket,MBB,ablation,B1_elo_diff,0.6381069667573294,,0.6239813538968827,0.2178603399398072,0.019794588905697654,,,1.0
bracket,MBB,ablation,B2_add_winpct,0.830169933524691,,0.4796492171221493,0.15888053631918642,0.01639650014209695,,,1.0
bracket,MBB,ablation,B3_add_eff,0.8303579745073768,,0.47944696110284546,0.15876773779520947,0.01404450362814901,,,1.0
bracket,MBB,ablation,B4_add_interactions,0.8315949326101075,,0.4783363873993393,0.15834168627082232,0.016184177653256214,,,1.0
bracket,MBB,ablation,B5_full,0.8315949326101075,,0.4783363873993393,0.15834168627082232,0.016184177653256214,,,1.0
bracket,MBB,ablation,B1_elo_diff,0.6586395800629701,,0.6123141015800354,0.21261404301228384,0.015039550721566508,,,2.0
bracket,MBB,ablation,B2_add_winpct,0.8256600536563461,,0.4832614369790029,0.15938626499136158,0.014603264289398094,,,2.0
bracket,MBB,ablation,B3_add_eff,0.8259659485620636,,0.4828186176669375,0.15926417461492193,0.01369794926384992,,,2.0
bracket,MBB,ablation,B4_add_interactions,0.8267545458848755,,0.48210037996528254,0.15904498302113448,0.014299009268680801,,,2.0
bracket,MBB,ablation,B5_full,0.8267545458848755,,0.48210037996528254,0.15904498302113448,0.014299009268680801,,,2.0
bracket,MBB,ablation,B1_elo_diff,0.6692176897573163,,0.6064758891931545,0.21006875206526615,0.013802131998650775,,,3.0
bracket,MBB,ablation,B2_add_winpct,0.8260444893800255,,0.4811188692852438,0.158301283193857,0.011138785093341404,,,3.0
bracket,MBB,ablation,B3_add_eff,0.8262001165100407,,0.48071187807617266,0.15820133081238946,0.012316075311862667,,,3.0
bracket,MBB,ablation,B4_add_interactions,0.8284314511563902,,0.47823942291104954,0.15730462011754104,0.013298696188505014,,,3.0
bracket,MBB,ablation,B5_full,0.8284314511563902,,0.47823942291104954,0.15730462011754104,0.013298696188505014,,,3.0
bracket,MBB,ablation,B1_elo_diff,0.6675175662331058,,0.5997160061268368,0.2068613210943271,0.030993046288996243,,,4.0
bracket,MBB,ablation,B2_add_winpct,0.8353667437537932,,0.4630072941267677,0.15241978410385162,0.013011948574408514,,,4.0
bracket,MBB,ablation,B3_add_eff,0.8353486009503079,,0.46250762058394124,0.1524468584862753,0.01365041627240424,,,4.0
bracket,MBB,ablation,B4_add_interactions,0.8375465255635642,,0.4602795750872737,0.1515691921004891,0.012384589266186168,,,4.0
bracket,MBB,ablation,B5_full,0.8375465255635642,,0.4602795750872737,0.1515691921004891,0.012384589266186168,,,4.0
bracket,MBB,ablation,B1_elo_diff,0.6677077484826431,,0.5950502357850619,0.20440435951705688,0.043613307468334625,,,5.0
bracket,MBB,ablation,B2_add_winpct,0.8364223728678315,,0.4576344046568003,0.1509404240360434,0.014509398011213297,,,5.0
bracket,MBB,ablation,B3_add_eff,0.8361570057898411,,0.45724474247493835,0.15113177060392682,0.01459738090793444,,,5.0
bracket,MBB,ablation,B4_add_interactions,0.8371138576854311,,0.4566118559700421,0.15097035026201117,0.014547449118651131,,,5.0
bracket,MBB,ablation,B5_full,0.8371138576854311,,0.4566118559700421,0.15097035026201117,0.014547449118651131,,,5.0
bracket,MBB,ablation,B1_elo_diff,0.6588811555307997,,0.6029764601710301,0.20818608616685116,0.0353469578082745,,,6.0
bracket,MBB,ablation,B2_add_winpct,0.83081370737018,,0.46967959010008875,0.15521747213064369,0.017082321415153045,,,6.0
bracket,MBB,ablation,B3_add_eff,0.8305737144593259,,0.4698619013306826,0.15540389071052232,0.016406384428388883,,,6.0
bracket,MBB,ablation,B4_add_interactions,0.8325310783097452,,0.4684675818507354,0.15486558926350508,0.01874282783805833,,,6.0
bracket,MBB,ablation,B5_full,0.8325310783097452,,0.4684675818507354,0.15486558926350508,0.01874282783805833,,,6.0
bracket,MBB,ablation,B1_elo_diff,0.6668044284457293,,0.6044898736329659,0.2088318309168619,0.03946881278073794,,,7.0
bracket,MBB,ablation,B2_add_winpct,0.8402315606695466,,0.4647240676955266,0.15333921558284216,0.017640746760918032,,,7.0
bracket,MBB,ablation,B3_add_eff,0.840148650142532,,0.46484681376260933,0.15345489223198536,0.021097007852710778,,,7.0
bracket,MBB,ablation,B4_add_interactions,0.8421734509671726,,0.4624934488040758,0.15250490945547995,0.018943088288582363,,,7.0
bracket,MBB,ablation,B5_full,0.8421734509671726,,0.4624934488040758,0.15250490945547995,0.018943088288582363,,,7.0
bracket,MBB,ablation,B1_elo_diff,0.6759180081924427,,0.5945263827283727,0.20405947704404578,0.04551911041817904,,,8.0
bracket,MBB,ablation,B2_add_winpct,0.837726091093186,,0.4617956703309412,0.15214317013143844,0.015304853077927852,,,8.0
bracket,MBB,ablation,B3_add_eff,0.8378616206341524,,0.4613633601221103,0.15218453557297368,0.014234591188172274,,,8.0
bracket,MBB,ablation,B4_add_interactions,0.8407998297877576,,0.4579311923821533,0.15088447847879383,0.00890969340424086,,,8.0
bracket,MBB,ablation,B5_full,0.8407998297877576,,0.4579311923821533,0.15088447847879383,0.00890969340424086,,,8.0
bracket,MBB,ablation,B1_elo_diff,0.6805465554559571,,0.5887872646323126,0.20156234357138247,0.042863662368334166,,,9.0
bracket,MBB,ablation,B2_add_winpct,0.8297328940757195,,0.465464627656307,0.1536717705966125,0.012837150310890319,,,9.0
bracket,MBB,ablation,B3_add_eff,0.8300271221590507,,0.46477158696876447,0.15364743571963346,0.012922525056492258,,,9.0
bracket,MBB,ablation,B4_add_interactions,0.8342908859019035,,0.46047900871600433,0.1519574559071426,0.009343291501660573,,,9.0
bracket,MBB,ablation,B5_full,0.8342908859019035,,0.46047900871600433,0.1519574559071426,0.009343291501660573,,,9.0
bracket,MBB,ablation,B1_elo_diff,0.7179906342505732,,0.5711412105045208,0.19383873516239963,0.06529448363670971,,,10.0
bracket,MBB,ablation,B2_add_winpct,0.8366916493365899,,0.4559281946115135,0.15037958944430369,0.012504937953970884,,,10.0
bracket,MBB,ablation,B3_add_eff,0.8372050288670034,,0.45473199388463814,0.1502766996758469,0.012681364849527813,,,10.0
bracket,MBB,ablation,B4_add_interactions,0.8403566658551704,,0.4520948426325798,0.1492080270758044,0.008445540885764616,,,10.0
bracket,MBB,ablation,B5_full,0.8403566658551704,,0.4520948426325798,0.1492080270758044,0.008445540885764616,,,10.0
bracket,WBB,ablation,B1_elo_diff,0.658385579552339,,0.6254929871969351,0.21828150642738803,0.011880148560113657,,,0.0
bracket,WBB,ablation,B2_add_winpct,0.8699772198844007,,0.4334285145593521,0.14084662410612558,0.008852184677802228,,,0.0
bracket,WBB,ablation,B3_add_eff,0.8713643508588084,,0.4311877015363786,0.1401409440589446,0.00713887554882141,,,0.0
bracket,WBB,ablation,B4_add_interactions,0.8722005427930509,,0.4299480637658712,0.13974817474421902,0.008419895272706843,,,0.0
bracket,WBB,ablation,B5_full,0.8722005427930509,,0.4299480637658712,0.13974817474421902,0.008419895272706843,,,0.0
bracket,WBB,ablation,B1_elo_diff,0.6546617342315058,,0.6256570473366022,0.21821136398018326,0.03042119659293683,,,1.0
bracket,WBB,ablation,B2_add_winpct,0.8685604632580024,,0.4350026791398955,0.14204359483277842,0.01348571545216989,,,1.0
bracket,WBB,ablation,B3_add_eff,0.8695758758683954,,0.4332948516799867,0.14152732085725944,0.014354459164261202,,,1.0
bracket,WBB,ablation,B4_add_interactions,0.870261902959836,,0.4321715577688818,0.14125960537641152,0.013836581014389056,,,1.0
bracket,WBB,ablation,B5_full,0.870261902959836,,0.4321715577688818,0.14125960537641152,0.013836581014389056,,,1.0
bracket,WBB,ablation,B1_elo_diff,0.662027592954124,,0.6287274480325136,0.21959263507941895,0.03629711192465268,,,2.0
bracket,WBB,ablation,B2_add_winpct,0.8654025060759392,,0.4440941610034954,0.1454816074437945,0.02020015832561344,,,2.0
bracket,WBB,ablation,B3_add_eff,0.8665710729953826,,0.4423760908943315,0.1449253915888567,0.021502031747214156,,,2.0
bracket,WBB,ablation,B4_add_interactions,0.8669261391556103,,0.44179055110360105,0.14478970331574825,0.022671410448419492,,,2.0
bracket,WBB,ablation,B5_full,0.8669261391556103,,0.44179055110360105,0.14478970331574825,0.022671410448419492,,,2.0
bracket,WBB,ablation,B1_elo_diff,0.6846803096907054,,0.6182449430457823,0.21480160170541754,0.03915356577951423,,,3.0
bracket,WBB,ablation,B2_add_winpct,0.8697342294474587,,0.43627258249295214,0.1423041032934298,0.018125781366149774,,,3.0
bracket,WBB,ablation,B3_add_eff,0.8702835476262767,,0.4356431228181926,0.14217775981806485,0.01922568618160475,,,3.0
bracket,WBB,ablation,B4_add_interactions,0.8712779526883423,,0.4339524934262416,0.1414538798836296,0.018288691252706085,,,3.0
bracket,WBB,ablation,B5_full,0.8712779526883423,,0.4339524934262416,0.1414538798836296,0.018288691252706085,,,3.0
bracket,WBB,ablation,B1_elo_diff,0.7153382396347026,,0.5966627331093441,0.20506705409216655,0.06061171047936039,,,4.0
bracket,WBB,ablation,B2_add_winpct,0.8698215212740428,,0.4310516996168513,0.14039527000263546,0.012872034331851573,,,4.0
bracket,WBB,ablation,B3_add_eff,0.870112100791435,,0.43051293390138423,0.1403575731957087,0.01196363959422657,,,4.0
bracket,WBB,ablation,B4_add_interactions,0.8720156771714617,,0.42771402910363243,0.13934363027671284,0.009004900398697934,,,4.0
bracket,WBB,ablation,B5_full,0.8720156771714617,,0.42771402910363243,0.13934363027671284,0.009004900398697934,,,4.0
bracket,WBB,ablation,B1_elo_diff,0.744701087524978,,0.5801917648355625,0.19771087146012079,0.07849733301305332,,,5.0
bracket,WBB,ablation,B2_add_winpct,0.8689752780660482,,0.43044310351963483,0.14005203483939965,0.014633751833060019,,,5.0
bracket,WBB,ablation,B3_add_eff,0.8700687331793803,,0.42874047655408537,0.13957068057725755,0.010723514674878481,,,5.0
bracket,WBB,ablation,B4_add_interactions,0.8719147697661326,,0.42624214814985245,0.13869044069692354,0.008392546475948327,,,5.0
bracket,WBB,ablation,B5_full,0.8719147697661326,,0.42624214814985245,0.13869044069692354,0.008392546475948327,,,5.0
bracket,WBB,ablation,B1_elo_diff,0.7833946136478709,,0.5606179648293862,0.1888654948012071,0.10295050021208242,,,6.0
bracket,WBB,ablation,B2_add_winpct,0.8770781332598321,,0.4178175458743026,0.13607819081365155,0.012691227108193745,,,6.0
bracket,WBB,ablation,B3_add_eff,0.8785624351099354,,0.41545031761321216,0.13538979703989765,0.013784809160820448,,,6.0
bracket,WBB,ablation,B4_add_interactions,0.8801112441075474,,0.41311112183884574,0.1345096651376488,0.011829359957347565,,,6.0
bracket,WBB,ablation,B5_full,0.8801112441075474,,0.41311112183884574,0.1345096651376488,0.011829359957347565,,,6.0
